1 0.640074 0.359926
1 0.502114 0.497886
1 0.389996 0.610004
1 0.57801 0.42199
1 0.498325 0.501675
1 0.498383 0.501617
1 0.500811 0.499189
1 0.472023 0.527977
1 0.501498 0.498502
1 0.497467 0.502533
1 0.472009 0.527991
1 0.640119 0.359881
1 0.501344 0.498656
1 0.625583 0.374417
1 0.557233 0.442767
1 0.351152 0.648848
1 0.472005 0.527995
1 0.472018 0.527982
1 0.557302 0.442698
1 0.485337 0.514663
1 0.504382 0.495618
1 0.357958 0.642042
1 0.505952 0.494048
1 0.557212 0.442788
1 0.62604 0.37396
1 0.471977 0.528023
1 0.555562 0.444438
1 0.639994 0.360006
1 0.499245 0.500755
1 0.471973 0.528027
1 0.362403 0.637597
1 0.502461 0.497539
1 0.498982 0.501018
1 0.499421 0.500579
1 0.860043 0.139957
1 0.499746 0.500254
1 0.498867 0.501133
1 0.471987 0.528013
1 0.498009 0.501991
1 0.502279 0.497721
1 0.500508 0.499492
1 0.499483 0.500517
1 0.439354 0.560646
1 0.472037 0.527963
1 0.44608 0.55392
1 0.495801 0.504199
1 0.472009 0.527991
1 0.640065 0.359935
1 0.857614 0.142386
1 0.492512 0.507488
1 0.390023 0.609977
1 0.472042 0.527958
1 0.496235 0.503765
1 0.357661 0.642339
1 0.472019 0.527981
1 0.471988 0.528012
1 0.446076 0.553924
1 0.19 0.81
1 0.625954 0.374046
1 0.496443 0.503557
1 0.351353 0.648647
1 0.496598 0.503402
1 0.497358 0.502642
1 0.506033 0.493967
1 0.500692 0.499308
1 0.625673 0.374327
1 0.498851 0.501149
1 0.472031 0.527969
1 0.471989 0.528011
1 0.472033 0.527967
1 0.497936 0.502064
1 0.439319 0.560681
1 0.471995 0.528005
1 0.446067 0.553933
1 0.498258 0.501742
1 0.507273 0.492727
1 0.499541 0.500459
1 0.446101 0.553899
1 0.509074 0.490926
1 0.471993 0.528007
2 0.505243 0.494757
2 0.506726 0.493274
2 0.472014 0.527986
2 0.491224 0.508776
2 0.512959 0.487041
2 0.500714 0.499286
2 0.497934 0.502066
2 0.412458 0.587542
2 0.357662 0.642338
2 0.500261 0.499739
2 0.497019 0.502981
2 0.508193 0.491807
2 0.357832 0.642168
2 0.548019 0.451981
2 0.55729 0.44271
2 0.505705 0.494295
2 0.557249 0.442751
2 0.472021 0.527979
2 0.357914 0.642086
2 0.46023 0.53977
2 0.501885 0.498115
2 0.357551 0.642449
2 0.496754 0.503246
2 0.38995 0.61005
2 0.514056 0.485944
2 0.505646 0.494354
2 0.497396 0.502603
2 0.472021 0.527979
2 0.510648 0.489352
2 0.508509 0.491491
2 0.501134 0.498866
2 0.858764 0.141236
2 0.498024 0.501976
2 0.50506 0.49494
2 0.55723 0.442769
2 0.472005 0.527995
2 0.504909 0.495091
2 0.502907 0.497093
2 0.472082 0.527918
2 0.502296 0.497704
2 0.4 0.6
2 0.502236 0.497764
2 0.490499 0.509501
2 0.490053 0.509947
2 0.50781 0.49219
2 0.501463 0.498537
2 0.508877 0.491123
2 0.625539 0.374461
2 0.471985 0.528015
2 0.508793 0.491207
2 0.472024 0.527976
2 0.499592 0.500408
2 0.44609 0.55391
2 0.498983 0.501017
2 0.625689 0.374311
2 0.495628 0.504372
2 0.446082 0.553918
2 0.506673 0.493327
2 0.47197 0.52803
2 0.555583 0.444417
2 0.357834 0.642166
2 0.390001 0.609999
2 0.500962 0.499038
2 0.472045 0.527955
2 0.625525 0.374475
2 0.501908 0.498092
2 0.63618 0.36382
2 0.4124 0.5876
2 0.50127 0.498731
2 0.48886 0.51114
2 0.502402 0.497598
2 0.625402 0.374598
2 0.498024 0.501976
2 0.9 0.1
2 0.503229 0.496771
2 0.625549 0.374451
2 0.407207 0.592793
2 0.444062 0.555938
2 0.498492 0.501508
2 0.472022 0.527978
0.495501 0.504499
0.460618 0.539382
0.495501 0.504499
0.435976 0.564024
0.460596 0.539404
0.460618 0.539382
0.435975 0.564025
0.484125 0.515875
0.340431 0.659569
0.519379 0.480621
0.495501 0.504499
0.226358 0.773642
50268.9 -50267.9
-1.0331 2.0331
0.340951 0.659049
0.498325 0.501675
0.498383 0.501617
0.50376 0.49624
0.502867 0.497133
0.501498 0.498502
0.497467 0.502533
0.498307 0.501693
0.498828 0.501172
0.502219 0.497781
0.498184 0.501815
0.501044 0.498956
0.345261 0.654739
0.511798 0.488202
0.50184 0.49816
0.493777 0.506223
0.485337 0.514663
-700.237 701.237
0.501295 0.498705
0.371042 0.628958
0.419143 0.580857
0.499963 0.500037
0.492487 0.507513
0.505595 0.494405
0.508898 0.491102
0.499245 0.500755
0.447215 0.552785
0.507987 0.492013
-0.785183 1.78518
0.498982 0.501018
0.341025 0.658975
0.447184 0.552816
0.499746 0.500254
-1.31766 2.31766
0.50108 0.49892
0.498009 0.501991
0.340248 0.659752
0.500508 0.499492
-0.827893 1.82789
0.497749 0.502251
0.502609 0.497391
0.226259 0.773741
0.340361 0.659639
0.498836 0.501164
0.226352 0.773648
0.499758 0.500242
0.492512 0.507488
0.498953 0.501047
0.340266 0.659734
0.447267 0.552733
0.340311 0.659689
0.501892 0.498108
0.436178 0.563822
0.499423 0.500577
0.449872 0.550128
0.50059 0.49941
0.496443 0.503557
0.49972 0.50028
0.496598 0.503402
0.339078 0.660922
0.50615 0.49385
0.44732 0.552679
0.495239 0.504761
0.498851 0.501149
0.340838 0.659162
0.501749 0.498251
0.49821 0.50179
0.497936 0.502064
0.494809 0.505191
0.495903 0.504097
0.340317 0.659683
0.501226 0.498774
0.507273 0.492727
0.499541 0.500459
0.495087 0.504913
0.488788 0.511212
0.49516 0.50484
0.505243 0.494757
0.370938 0.629062
0.505447 0.494553
0.491224 0.508776
0.226215 0.773785
-1.50518 2.50518
0.340354 0.659646
0.345197 0.654803
0.506768 0.493232
0.51933 0.48067
0.497019 0.502981
0.508193 0.491807
0.226309 0.773691
-0.370879 1.37088
0.496484 0.503516
0.505705 0.494295
0.495948 0.504052
0.226284 0.773716
0.499948 0.500052
0.50118 0.49882
0.126143 0.873857
0.501316 0.498684
0.496754 0.503246
0.490937 0.509063
0.514056 0.485944
0.340833 0.659167
0.497396 0.502603
-2960.41 2961.41
0.523815 0.476185
0.508509 0.491491
0.501134 0.498866
0.501356 0.498644
0.498024 0.501976
0.50506 0.49494
0.495506 0.504494
0.500289 0.499711
0.504909 0.495091
0.502907 0.497093
0.50272 0.49728
0.502296 0.497704
0.497724 0.502276
0.51267 0.48733
-284.48 285.48
0.340471 0.659529
0.50781 0.49219
0.451794 0.548206
0.447171 0.552829
0.345188 0.654812
0.345244 0.654756
-0.126338 1.12634
0.49764 0.50236
0.499592 0.500408
0.506538 0.493462
0.498983 0.501017
0.126381 0.873619
0.34083 0.65917
0.498416 0.501584
0.447017 0.552983
0.484355 0.515645
-11.3657 12.3657
0.509458 0.490542
2.98396 -1.98396
0.500962 0.499038
0.503489 0.496511
0.503116 0.496884
0.345071 0.65493
0.501783 0.498217
0.525916 0.474084
0.340375 0.659625
0.340955 0.659045
0.34034 0.65966
0.501851 0.498149
0.498024 0.501976
0.507899 0.492101
0.340392 0.659608
-0.333409 1.33341
0.493988 0.506012
0.499617 0.500383
0.498492 0.501508
0.49984 0.50016
0.495501 0.504499
0.499786 0.500214
50268.9 -50267.9
0.502928 0.497072
0.520306 0.479694
0.498325 0.501675
0.498383 0.501617
0.340728 0.659272
0.226292 0.773708
0.340797 0.659203
0.497467 0.502533
0.498307 0.501693
0.340373 0.659627
0.502219 0.497781
0.499978 0.500022
0.501044 0.498956
0.226439 0.773561
0.22642 0.77358
0.50184 0.49816
0.345111 0.654889
0.345217 0.654783
0.504382 0.495618
0.501295 0.498705
0.226469 0.773531
0.497315 0.502685
0.482233 0.517767
0.492487 0.507513
0.505595 0.494405
0.508898 0.491102
0.499245 0.500755
0.447215 0.552785
0.507987 0.492013
0.507681 0.492319
0.498982 0.501018
0.499421 0.500579
0.345213 0.654787
0.499746 0.500254
0.499764 0.500236
0.496914 0.503086
0.498009 0.501991
1.31252 -0.312525
0.500508 0.499492
0.499483 0.500517
0.497749 0.502251
0.502609 0.497391
0.498023 0.501977
0.126296 0.873704
0.22632 0.77368
0.226352 0.773648
0.370892 0.629108
0.340482 0.659518
0.498953 0.501047
0.504218 0.495782
0.496235 0.503765
0.502047 0.497953
0.501892 0.498108
0.447193 0.552807
0.370955 0.629045
0.44931 0.55069
0.449986 0.550014
1.29474 -0.294738
0.509508 0.490492
0.500967 0.499033
0.497358 0.502642
513.999 -512.999
0.500692 0.499308
0.495239 0.504761
-0.450981 1.45098
0.505525 0.494475
0.506424 0.493576
0.49821 0.50179
0.502978 0.497022
0.494809 0.505191
0.495903 0.504097
0.126206 0.873794
0.515356 0.484644
0.507273 0.492727
0.499471 0.500529
0.340941 0.659059
0.488788 0.511212
0.499271 0.50073
0.447137 0.552863
0.506726 0.493274
0.505447 0.494553
0.126674 0.873326
0.512959 0.487041
0.44706 0.55294
0.345077 0.654923
